date,order_id,product_id,product_name,quantity,unit_price,total_amount,channel,region,customer_id
2025-05-28,ORD-809489,P002,保濕控油化妝水,5,420,2100,實體門市,高雄,C6654
2025-03-16,ORD-401602,P005,毛孔緊緻精華液,1,680,680,官網,台南,C8247
2025-12-02,ORD-324381,P005,毛孔緊緻精華液,4,680,2720,蝦皮,新竹,C5442
2025-10-15,ORD-214532,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台中,C1831
2025-12-09,ORD-155040,P004,溫和卸妝水,2,350,700,官網,高雄,C6411
2025-08-30,ORD-677086,P002,保濕控油化妝水,3,420,1260,蝦皮,高雄,C8793
2025-09-02,ORD-436768,P004,溫和卸妝水,3,350,1050,momo,台北,C2465
2025-11-30,ORD-874568,P004,溫和卸妝水,5,350,1750,官網,台中,C7846
2025-04-01,ORD-926236,P001,控油潔面凝膠,4,380,1520,實體門市,台中,C5742
2025-01-20,ORD-695551,P001,控油潔面凝膠,3,380,1140,官網,台南,C5662
2025-08-21,ORD-992400,P008,美白淡斑精華,2,780,1560,實體門市,台南,C4159
2025-02-27,ORD-866634,P006,舒緩修復面膜,2,180,360,實體門市,台南,C4050
2025-01-08,ORD-695361,P006,舒緩修復面膜,3,180,540,蝦皮,台中,C7643
2025-08-07,ORD-520304,P006,舒緩修復面膜,1,180,180,官網,台中,C3303
2025-09-02,ORD-107161,P006,舒緩修復面膜,2,180,360,momo,高雄,C4858
2025-08-17,ORD-416613,P005,毛孔緊緻精華液,3,680,2040,官網,台南,C6890
2025-12-21,ORD-800224,P004,溫和卸妝水,1,350,350,官網,高雄,C6026
2025-03-23,ORD-837733,P007,男士全效保濕霜,5,450,2250,momo,台北,C5833
2025-07-08,ORD-240057,P004,溫和卸妝水,2,350,700,實體門市,台中,C8454
2025-11-07,ORD-836038,P006,舒緩修復面膜,4,180,720,實體門市,新竹,C4578
2025-05-07,ORD-568449,P002,保濕控油化妝水,5,420,2100,momo,台北,C2838
2025-02-01,ORD-662728,P004,溫和卸妝水,5,350,1750,蝦皮,台中,C6375
2025-09-24,ORD-813341,P008,美白淡斑精華,1,780,780,蝦皮,新竹,C9008
2025-02-16,ORD-575458,P008,美白淡斑精華,1,780,780,蝦皮,新竹,C7806
2025-08-22,ORD-805448,P001,控油潔面凝膠,7,380,2660,momo,台北,C7487
2025-05-11,ORD-706403,P001,控油潔面凝膠,2,380,760,官網,台北,C7941
2025-06-26,ORD-172371,P002,保濕控油化妝水,6,420,2520,實體門市,台北,C5703
2025-07-29,ORD-864715,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,台南,C7266
2025-08-18,ORD-184148,P007,男士全效保濕霜,4,450,1800,蝦皮,台南,C2943
2025-04-02,ORD-233533,P007,男士全效保濕霜,5,450,2250,蝦皮,台北,C1372
2025-06-02,ORD-544730,P008,美白淡斑精華,5,780,3900,實體門市,台中,C5055
2025-08-24,ORD-389039,P006,舒緩修復面膜,2,180,360,蝦皮,台北,C1527
2025-12-05,ORD-903265,P007,男士全效保濕霜,5,450,2250,官網,台中,C4376
2025-02-04,ORD-135207,P002,保濕控油化妝水,5,420,2100,實體門市,新竹,C1797
2025-05-06,ORD-560285,P001,控油潔面凝膠,4,380,1520,蝦皮,新竹,C4559
2025-01-29,ORD-403314,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,新竹,C6224
2025-10-23,ORD-416422,P006,舒緩修復面膜,2,180,360,蝦皮,新竹,C4621
2025-07-31,ORD-163918,P005,毛孔緊緻精華液,3,680,2040,蝦皮,高雄,C9120
2025-01-25,ORD-923975,P006,舒緩修復面膜,4,180,720,momo,高雄,C7688
2025-03-18,ORD-292811,P005,毛孔緊緻精華液,4,680,2720,實體門市,台中,C4692
2025-06-03,ORD-689704,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,高雄,C9683
2025-03-10,ORD-367382,P007,男士全效保濕霜,2,450,900,蝦皮,台南,C2295
2025-08-19,ORD-661654,P006,舒緩修復面膜,1,180,180,蝦皮,台北,C5398
2025-07-13,ORD-943737,P001,控油潔面凝膠,2,380,760,蝦皮,高雄,C4422
2025-06-20,ORD-322096,P005,毛孔緊緻精華液,1,680,680,蝦皮,台北,C8846
2025-05-05,ORD-350956,P004,溫和卸妝水,4,350,1400,momo,台南,C7236
2025-08-27,ORD-374267,P006,舒緩修復面膜,3,180,540,momo,新竹,C9147
2025-08-27,ORD-312994,P002,保濕控油化妝水,6,420,2520,momo,台南,C7781
2025-01-24,ORD-117007,P004,溫和卸妝水,2,350,700,momo,新竹,C7841
2025-06-01,ORD-341192,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,新竹,C5026
2025-09-13,ORD-900441,P006,舒緩修復面膜,3,180,540,實體門市,高雄,C8550
2025-03-28,ORD-246757,P006,舒緩修復面膜,2,180,360,實體門市,台中,C9882
2025-11-25,ORD-135466,P001,控油潔面凝膠,5,380,1900,官網,台北,C1104
2025-07-31,ORD-841521,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,台北,C4583
2025-09-16,ORD-163386,P008,美白淡斑精華,3,780,2340,實體門市,高雄,C1257
2025-01-04,ORD-117538,P007,男士全效保濕霜,1,450,450,momo,新竹,C5697
2025-01-09,ORD-212214,P007,男士全效保濕霜,2,450,900,官網,新竹,C3439
2025-05-04,ORD-652029,P004,溫和卸妝水,5,350,1750,momo,台南,C5379
2025-07-23,ORD-581294,P002,保濕控油化妝水,5,420,2100,蝦皮,台中,C5914
2025-12-17,ORD-198042,P002,保濕控油化妝水,1,420,420,實體門市,高雄,C7179
2025-10-10,ORD-767678,P008,美白淡斑精華,1,780,780,官網,台中,C2354
2025-09-13,ORD-693343,P007,男士全效保濕霜,3,450,1350,官網,新竹,C1697
2025-04-28,ORD-598598,P004,溫和卸妝水,5,350,1750,momo,台北,C2218
2025-12-17,ORD-690882,P005,毛孔緊緻精華液,5,680,3400,官網,台中,C6152
2025-01-09,ORD-251195,P004,溫和卸妝水,5,350,1750,實體門市,台北,C5903
2025-03-25,ORD-975194,P004,溫和卸妝水,5,350,1750,實體門市,新竹,C6435
2025-07-16,ORD-881667,P003,清爽防曬乳 SPF50+,4,520,2080,momo,台北,C2600
2025-08-12,ORD-457137,P004,溫和卸妝水,1,350,350,實體門市,台南,C1485
2025-11-21,ORD-614435,P005,毛孔緊緻精華液,4,680,2720,蝦皮,台南,C7150
2025-08-10,ORD-498535,P003,清爽防曬乳 SPF50+,8,520,4160,官網,新竹,C5839
2025-05-07,ORD-380989,P002,保濕控油化妝水,1,420,420,蝦皮,高雄,C3527
2025-07-19,ORD-211726,P006,舒緩修復面膜,3,180,540,官網,台北,C6050
2025-08-16,ORD-207197,P006,舒緩修復面膜,3,180,540,蝦皮,台北,C4070
2025-08-09,ORD-681687,P008,美白淡斑精華,5,780,3900,實體門市,台北,C1430
2025-02-15,ORD-197584,P006,舒緩修復面膜,5,180,900,momo,高雄,C1202
2025-05-30,ORD-917018,P007,男士全效保濕霜,4,450,1800,官網,新竹,C4977
2025-10-20,ORD-277735,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,台南,C5933
2025-05-18,ORD-166340,P008,美白淡斑精華,2,780,1560,蝦皮,高雄,C5521
2025-08-04,ORD-920685,P005,毛孔緊緻精華液,4,680,2720,官網,台南,C5123
2025-05-07,ORD-746624,P008,美白淡斑精華,5,780,3900,蝦皮,高雄,C2752
2025-03-11,ORD-514913,P005,毛孔緊緻精華液,1,680,680,momo,新竹,C7224
2025-06-18,ORD-551533,P008,美白淡斑精華,3,780,2340,蝦皮,台南,C6253
2025-11-05,ORD-429445,P004,溫和卸妝水,4,350,1400,蝦皮,高雄,C6228
2025-05-30,ORD-919959,P008,美白淡斑精華,5,780,3900,蝦皮,台南,C7161
2025-05-24,ORD-219420,P007,男士全效保濕霜,3,450,1350,蝦皮,新竹,C9939
2025-04-03,ORD-842776,P001,控油潔面凝膠,4,380,1520,蝦皮,高雄,C5773
2025-12-21,ORD-805668,P002,保濕控油化妝水,4,420,1680,實體門市,台中,C5961
2025-05-04,ORD-849979,P005,毛孔緊緻精華液,2,680,1360,實體門市,高雄,C2211
2025-08-18,ORD-520274,P008,美白淡斑精華,5,780,3900,實體門市,新竹,C1602
2025-07-04,ORD-789545,P002,保濕控油化妝水,2,420,840,momo,台中,C1725
2025-10-16,ORD-934908,P007,男士全效保濕霜,3,450,1350,實體門市,台北,C1172
2025-02-20,ORD-635482,P005,毛孔緊緻精華液,2,680,1360,蝦皮,高雄,C7129
2025-07-20,ORD-823975,P008,美白淡斑精華,5,780,3900,蝦皮,台南,C1402
2025-09-05,ORD-536181,P002,保濕控油化妝水,3,420,1260,官網,台北,C3321
2025-06-28,ORD-577450,P005,毛孔緊緻精華液,3,680,2040,蝦皮,新竹,C8912
2025-06-28,ORD-559450,P008,美白淡斑精華,1,780,780,實體門市,台南,C2100
2025-06-03,ORD-990429,P001,控油潔面凝膠,2,380,760,momo,台北,C3692
2025-05-05,ORD-267914,P003,清爽防曬乳 SPF50+,5,520,2600,momo,新竹,C7985
2025-08-25,ORD-760351,P004,溫和卸妝水,4,350,1400,蝦皮,台中,C8080
2025-07-22,ORD-571413,P001,控油潔面凝膠,6,380,2280,實體門市,高雄,C1072
2025-12-27,ORD-391865,P004,溫和卸妝水,2,350,700,官網,新竹,C2667
2025-10-02,ORD-441819,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,高雄,C2867
2025-05-15,ORD-770153,P008,美白淡斑精華,5,780,3900,momo,新竹,C7367
2025-11-09,ORD-219781,P007,男士全效保濕霜,5,450,2250,momo,台南,C8501
2025-11-13,ORD-744333,P003,清爽防曬乳 SPF50+,3,520,1560,官網,台中,C6131
2025-03-02,ORD-222629,P004,溫和卸妝水,3,350,1050,蝦皮,台南,C3316
2025-09-19,ORD-725397,P007,男士全效保濕霜,4,450,1800,蝦皮,新竹,C7286
2025-08-05,ORD-663483,P003,清爽防曬乳 SPF50+,7,520,3640,蝦皮,新竹,C3733
2025-09-08,ORD-296187,P005,毛孔緊緻精華液,2,680,1360,momo,高雄,C1878
2025-07-03,ORD-304607,P001,控油潔面凝膠,5,380,1900,實體門市,新竹,C9281
2025-12-01,ORD-817956,P008,美白淡斑精華,4,780,3120,實體門市,高雄,C8272
2025-09-08,ORD-692862,P003,清爽防曬乳 SPF50+,1,520,520,官網,台中,C5785
2025-01-17,ORD-663723,P005,毛孔緊緻精華液,2,680,1360,momo,台中,C8492
2025-10-17,ORD-635618,P008,美白淡斑精華,5,780,3900,官網,新竹,C2871
2025-05-18,ORD-962570,P006,舒緩修復面膜,5,180,900,官網,高雄,C9951
2025-04-22,ORD-871740,P007,男士全效保濕霜,1,450,450,蝦皮,台南,C1528
2025-08-19,ORD-956401,P005,毛孔緊緻精華液,3,680,2040,官網,高雄,C2923
2025-05-02,ORD-822608,P004,溫和卸妝水,5,350,1750,momo,新竹,C8015
2025-03-26,ORD-953047,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,台北,C6747
2025-09-30,ORD-664939,P005,毛孔緊緻精華液,5,680,3400,蝦皮,台南,C5794
2025-05-29,ORD-812296,P005,毛孔緊緻精華液,5,680,3400,官網,台中,C7743
2025-01-31,ORD-835499,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台中,C3396
2025-12-31,ORD-898462,P006,舒緩修復面膜,2,180,360,實體門市,高雄,C3329
2025-10-23,ORD-493396,P005,毛孔緊緻精華液,4,680,2720,實體門市,台北,C2525
2025-07-26,ORD-576782,P005,毛孔緊緻精華液,3,680,2040,實體門市,台南,C1040
2025-02-17,ORD-991401,P008,美白淡斑精華,3,780,2340,官網,新竹,C7516
2025-04-22,ORD-618746,P007,男士全效保濕霜,2,450,900,momo,台南,C5646
2025-06-22,ORD-926596,P003,清爽防曬乳 SPF50+,7,520,3640,momo,台北,C1752
2025-02-20,ORD-230272,P008,美白淡斑精華,1,780,780,蝦皮,高雄,C8479
2025-01-01,ORD-822040,P007,男士全效保濕霜,2,450,900,蝦皮,台南,C3604
2025-05-21,ORD-362552,P002,保濕控油化妝水,3,420,1260,官網,台南,C3711
2025-01-27,ORD-861253,P007,男士全效保濕霜,3,450,1350,蝦皮,高雄,C2494
2025-12-27,ORD-323788,P002,保濕控油化妝水,1,420,420,實體門市,台北,C3174
2025-10-31,ORD-813013,P004,溫和卸妝水,5,350,1750,實體門市,台北,C1132
2025-12-23,ORD-542828,P006,舒緩修復面膜,1,180,180,蝦皮,高雄,C2160
2025-04-28,ORD-866260,P007,男士全效保濕霜,1,450,450,官網,台北,C6133
2025-07-08,ORD-501312,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台中,C2120
2025-09-29,ORD-781595,P001,控油潔面凝膠,5,380,1900,蝦皮,高雄,C6753
2025-04-20,ORD-746002,P003,清爽防曬乳 SPF50+,4,520,2080,實體門市,台中,C2420
2025-02-21,ORD-718213,P003,清爽防曬乳 SPF50+,1,520,520,實體門市,台南,C8035
2025-06-11,ORD-775933,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台中,C5668
2025-12-20,ORD-315425,P001,控油潔面凝膠,3,380,1140,蝦皮,高雄,C5842
2025-11-27,ORD-618927,P001,控油潔面凝膠,2,380,760,實體門市,台北,C4949
2025-09-13,ORD-112653,P002,保濕控油化妝水,5,420,2100,momo,台南,C3162
2025-07-18,ORD-672896,P007,男士全效保濕霜,3,450,1350,蝦皮,高雄,C2195
2025-01-09,ORD-374921,P002,保濕控油化妝水,1,420,420,蝦皮,台北,C1990
2025-07-23,ORD-904373,P005,毛孔緊緻精華液,5,680,3400,實體門市,高雄,C7590
2025-02-12,ORD-187657,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台北,C9377
2025-04-15,ORD-442622,P003,清爽防曬乳 SPF50+,5,520,2600,實體門市,新竹,C2083
2025-06-08,ORD-160718,P007,男士全效保濕霜,2,450,900,蝦皮,台北,C8118
2025-03-01,ORD-738407,P008,美白淡斑精華,5,780,3900,官網,台南,C3877
2025-03-03,ORD-835575,P001,控油潔面凝膠,2,380,760,官網,台中,C9133
2025-06-27,ORD-489933,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台南,C2934
2025-01-16,ORD-385192,P006,舒緩修復面膜,4,180,720,官網,台南,C2262
2025-09-12,ORD-477617,P008,美白淡斑精華,5,780,3900,官網,高雄,C3734
2025-07-08,ORD-701790,P003,清爽防曬乳 SPF50+,4,520,2080,官網,台中,C9336
2025-01-02,ORD-356430,P001,控油潔面凝膠,1,380,380,官網,高雄,C6963
2025-07-16,ORD-679720,P003,清爽防曬乳 SPF50+,3,520,1560,實體門市,台中,C6272
2025-05-08,ORD-384434,P007,男士全效保濕霜,3,450,1350,官網,新竹,C7108
2025-03-03,ORD-334026,P001,控油潔面凝膠,2,380,760,官網,高雄,C2129
2025-08-27,ORD-443199,P005,毛孔緊緻精華液,3,680,2040,官網,新竹,C8483
2025-01-05,ORD-405759,P006,舒緩修復面膜,2,180,360,momo,新竹,C4974
2025-08-26,ORD-617326,P006,舒緩修復面膜,5,180,900,蝦皮,新竹,C5016
2025-03-19,ORD-125071,P001,控油潔面凝膠,4,380,1520,蝦皮,新竹,C6675
2025-11-22,ORD-101533,P001,控油潔面凝膠,3,380,1140,實體門市,台南,C2703
2025-04-16,ORD-615929,P004,溫和卸妝水,4,350,1400,官網,台中,C5584
2025-02-17,ORD-986575,P001,控油潔面凝膠,2,380,760,實體門市,台南,C8511
2025-02-13,ORD-239999,P002,保濕控油化妝水,5,420,2100,實體門市,台北,C2020
2025-08-11,ORD-373668,P003,清爽防曬乳 SPF50+,4,520,2080,momo,高雄,C6345
2025-06-12,ORD-344959,P008,美白淡斑精華,3,780,2340,官網,台中,C3230
2025-10-27,ORD-210790,P002,保濕控油化妝水,2,420,840,蝦皮,高雄,C8635
2025-06-10,ORD-661957,P007,男士全效保濕霜,1,450,450,momo,台中,C8404
2025-06-07,ORD-993892,P008,美白淡斑精華,3,780,2340,官網,台北,C3582
2025-12-18,ORD-142288,P005,毛孔緊緻精華液,5,680,3400,蝦皮,台南,C3430
2025-02-16,ORD-515492,P004,溫和卸妝水,3,350,1050,官網,台南,C5262
2025-03-31,ORD-996114,P001,控油潔面凝膠,4,380,1520,實體門市,新竹,C5093
2025-02-18,ORD-942946,P008,美白淡斑精華,1,780,780,蝦皮,台北,C1195
2025-02-01,ORD-307757,P004,溫和卸妝水,2,350,700,實體門市,台南,C2376
2025-10-26,ORD-122859,P005,毛孔緊緻精華液,1,680,680,官網,台中,C8265
2025-03-07,ORD-228479,P002,保濕控油化妝水,3,420,1260,官網,高雄,C1829
2025-03-28,ORD-620226,P007,男士全效保濕霜,4,450,1800,官網,高雄,C7990
2025-03-30,ORD-296242,P006,舒緩修復面膜,2,180,360,momo,台南,C8307
2025-03-18,ORD-749253,P001,控油潔面凝膠,5,380,1900,蝦皮,台南,C9173
2025-07-30,ORD-191982,P008,美白淡斑精華,1,780,780,momo,高雄,C3248
2025-08-03,ORD-361250,P004,溫和卸妝水,5,350,1750,官網,高雄,C6883
2025-09-03,ORD-693128,P008,美白淡斑精華,3,780,2340,momo,高雄,C5430
2025-04-03,ORD-726121,P001,控油潔面凝膠,3,380,1140,蝦皮,台北,C5602
2025-01-30,ORD-474795,P008,美白淡斑精華,5,780,3900,蝦皮,台中,C2640
2025-05-07,ORD-659614,P004,溫和卸妝水,3,350,1050,官網,台中,C7363
2025-07-01,ORD-721301,P003,清爽防曬乳 SPF50+,3,520,1560,momo,台南,C1462
2025-12-27,ORD-690984,P006,舒緩修復面膜,5,180,900,蝦皮,新竹,C4084
2025-09-10,ORD-614259,P005,毛孔緊緻精華液,2,680,1360,官網,台北,C1920
2025-04-30,ORD-652021,P004,溫和卸妝水,1,350,350,實體門市,台北,C6435
2025-11-11,ORD-457311,P004,溫和卸妝水,2,350,700,蝦皮,台南,C1975
2025-01-12,ORD-838927,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,台北,C9622
2025-07-06,ORD-794303,P002,保濕控油化妝水,6,420,2520,實體門市,新竹,C2655
2025-06-22,ORD-243079,P005,毛孔緊緻精華液,3,680,2040,蝦皮,高雄,C8982
2025-11-29,ORD-841535,P006,舒緩修復面膜,2,180,360,momo,台中,C3872
2025-07-13,ORD-233534,P005,毛孔緊緻精華液,3,680,2040,蝦皮,台北,C7415
2025-10-18,ORD-731650,P001,控油潔面凝膠,2,380,760,momo,新竹,C4619
2025-11-24,ORD-247475,P002,保濕控油化妝水,4,420,1680,momo,台北,C4899
2025-06-27,ORD-767090,P006,舒緩修復面膜,2,180,360,官網,台南,C8317
2025-01-06,ORD-361662,P005,毛孔緊緻精華液,2,680,1360,官網,台南,C5205
2025-02-25,ORD-504684,P001,控油潔面凝膠,1,380,380,實體門市,高雄,C3725
2025-07-31,ORD-468292,P008,美白淡斑精華,4,780,3120,實體門市,台北,C8855
2025-10-23,ORD-573209,P004,溫和卸妝水,2,350,700,官網,台北,C5831
2025-01-11,ORD-209812,P006,舒緩修復面膜,3,180,540,官網,台南,C3787
2025-07-12,ORD-197627,P003,清爽防曬乳 SPF50+,4,520,2080,momo,新竹,C8909
2025-12-27,ORD-785386,P001,控油潔面凝膠,4,380,1520,蝦皮,新竹,C8113
2025-03-22,ORD-447177,P001,控油潔面凝膠,1,380,380,蝦皮,台中,C7705
2025-12-23,ORD-411847,P005,毛孔緊緻精華液,3,680,2040,蝦皮,台北,C1813
2025-07-21,ORD-157152,P008,美白淡斑精華,2,780,1560,momo,台北,C8005
2025-02-14,ORD-603660,P005,毛孔緊緻精華液,5,680,3400,蝦皮,台北,C1421
2025-04-16,ORD-185916,P003,清爽防曬乳 SPF50+,3,520,1560,實體門市,台北,C6052
2025-07-23,ORD-793150,P008,美白淡斑精華,4,780,3120,momo,台北,C9914
2025-07-18,ORD-487345,P003,清爽防曬乳 SPF50+,5,520,2600,蝦皮,高雄,C1731
2025-05-15,ORD-376195,P008,美白淡斑精華,4,780,3120,蝦皮,台南,C2009
2025-03-19,ORD-800596,P002,保濕控油化妝水,1,420,420,momo,新竹,C7782
2025-10-29,ORD-163946,P004,溫和卸妝水,5,350,1750,實體門市,新竹,C7858
2025-10-02,ORD-347088,P008,美白淡斑精華,5,780,3900,實體門市,台南,C2293
2025-07-22,ORD-641922,P001,控油潔面凝膠,8,380,3040,蝦皮,台北,C8357
2025-03-30,ORD-947732,P003,清爽防曬乳 SPF50+,2,520,1040,蝦皮,台中,C1699
2025-08-05,ORD-962520,P002,保濕控油化妝水,5,420,2100,蝦皮,新竹,C5225
2025-06-13,ORD-683390,P002,保濕控油化妝水,3,420,1260,實體門市,新竹,C6343
2025-05-22,ORD-924758,P008,美白淡斑精華,1,780,780,實體門市,台北,C7790
2025-03-18,ORD-716493,P003,清爽防曬乳 SPF50+,5,520,2600,官網,台北,C2654
2025-05-27,ORD-376967,P006,舒緩修復面膜,4,180,720,實體門市,高雄,C8750
2025-01-20,ORD-522548,P003,清爽防曬乳 SPF50+,3,520,1560,蝦皮,新竹,C7581
2025-01-20,ORD-824056,P007,男士全效保濕霜,3,450,1350,蝦皮,台北,C8785
2025-05-18,ORD-454278,P006,舒緩修復面膜,1,180,180,momo,台南,C5593
2025-09-09,ORD-240913,P002,保濕控油化妝水,2,420,840,momo,高雄,C6257
2025-05-18,ORD-776913,P007,男士全效保濕霜,5,450,2250,官網,台中,C8237
2025-04-19,ORD-896386,P007,男士全效保濕霜,4,450,1800,momo,台北,C9442
2025-03-23,ORD-844037,P002,保濕控油化妝水,3,420,1260,實體門市,台中,C9589
2025-10-19,ORD-302127,P001,控油潔面凝膠,2,380,760,蝦皮,台北,C5087
2025-01-17,ORD-477880,P008,美白淡斑精華,1,780,780,蝦皮,台南,C7035
2025-08-26,ORD-814263,P007,男士全效保濕霜,1,450,450,官網,台中,C7102
2025-09-08,ORD-597635,P008,美白淡斑精華,2,780,1560,momo,台南,C3679
2025-05-13,ORD-128783,P002,保濕控油化妝水,3,420,1260,實體門市,台北,C3669
2025-10-20,ORD-778827,P004,溫和卸妝水,2,350,700,蝦皮,台中,C5408
2025-11-30,ORD-121026,P007,男士全效保濕霜,5,450,2250,官網,高雄,C3167
2025-11-28,ORD-939767,P003,清爽防曬乳 SPF50+,5,520,2600,官網,台中,C5135
2025-11-08,ORD-544393,P005,毛孔緊緻精華液,3,680,2040,實體門市,台南,C8520
2025-05-10,ORD-416822,P004,溫和卸妝水,4,350,1400,實體門市,新竹,C2676
2025-01-04,ORD-778787,P006,舒緩修復面膜,5,180,900,momo,台南,C2771
2025-09-04,ORD-389913,P002,保濕控油化妝水,3,420,1260,momo,台南,C5278
2025-12-02,ORD-257212,P005,毛孔緊緻精華液,2,680,1360,蝦皮,台北,C7620
2025-12-05,ORD-856320,P006,舒緩修復面膜,2,180,360,官網,高雄,C5843
2025-05-13,ORD-507135,P007,男士全效保濕霜,4,450,1800,官網,新竹,C4111
2025-06-25,ORD-769320,P004,溫和卸妝水,5,350,1750,實體門市,台南,C9311
2025-06-03,ORD-408054,P003,清爽防曬乳 SPF50+,6,520,3120,官網,高雄,C3096
2025-05-13,ORD-786224,P003,清爽防曬乳 SPF50+,3,520,1560,官網,台中,C6820
2025-04-25,ORD-926372,P005,毛孔緊緻精華液,4,680,2720,momo,台南,C5269
2025-10-27,ORD-992562,P005,毛孔緊緻精華液,4,680,2720,官網,高雄,C1879
2025-11-21,ORD-303993,P002,保濕控油化妝水,4,420,1680,官網,高雄,C9680
2025-06-02,ORD-995735,P007,男士全效保濕霜,1,450,450,蝦皮,台中,C4281
2025-06-25,ORD-579798,P007,男士全效保濕霜,5,450,2250,蝦皮,台南,C3954
2025-02-11,ORD-761685,P008,美白淡斑精華,3,780,2340,蝦皮,台南,C1950
2025-01-03,ORD-319553,P008,美白淡斑精華,3,780,2340,蝦皮,新竹,C3595
2025-09-08,ORD-744328,P002,保濕控油化妝水,2,420,840,實體門市,高雄,C7609
2025-08-08,ORD-104895,P008,美白淡斑精華,4,780,3120,官網,新竹,C4267
2025-07-11,ORD-299834,P001,控油潔面凝膠,6,380,2280,官網,台北,C5076
2025-04-26,ORD-235193,P006,舒緩修復面膜,3,180,540,官網,高雄,C9246
2025-10-29,ORD-168458,P005,毛孔緊緻精華液,2,680,1360,官網,台南,C5764
2025-08-22,ORD-820141,P006,舒緩修復面膜,4,180,720,蝦皮,台南,C9031
2025-07-03,ORD-951452,P004,溫和卸妝水,2,350,700,實體門市,台北,C4742
2025-04-25,ORD-869735,P003,清爽防曬乳 SPF50+,2,520,1040,官網,新竹,C9267
2025-03-28,ORD-845652,P002,保濕控油化妝水,3,420,1260,官網,高雄,C5190
2025-10-01,ORD-150290,P001,控油潔面凝膠,5,380,1900,官網,台北,C1790
2025-12-20,ORD-565897,P002,保濕控油化妝水,4,420,1680,實體門市,台北,C9966
2025-05-10,ORD-315477,P008,美白淡斑精華,2,780,1560,官網,台南,C7895
2025-12-05,ORD-383091,P002,保濕控油化妝水,5,420,2100,蝦皮,高雄,C2718
2025-09-19,ORD-219550,P002,保濕控油化妝水,3,420,1260,官網,高雄,C4254
2025-11-08,ORD-971889,P004,溫和卸妝水,3,350,1050,蝦皮,台南,C7713
2025-06-01,ORD-620465,P003,清爽防曬乳 SPF50+,4,520,2080,蝦皮,高雄,C6416
2025-05-01,ORD-804258,P001,控油潔面凝膠,1,380,380,官網,台北,C9095
2025-03-18,ORD-178693,P002,保濕控油化妝水,5,420,2100,官網,台南,C4787
2025-08-22,ORD-586830,P005,毛孔緊緻精華液,3,680,2040,官網,台北,C3862
2025-01-21,ORD-940534,P005,毛孔緊緻精華液,3,680,2040,momo,高雄,C2898
2025-02-18,ORD-993385,P001,控油潔面凝膠,1,380,380,蝦皮,台中,C6384
2025-07-03,ORD-381342,P008,美白淡斑精華,5,780,3900,官網,台南,C6615
2025-04-04,ORD-519692,P002,保濕控油化妝水,4,420,1680,實體門市,台南,C7319
2025-12-20,ORD-780364,P008,美白淡斑精華,4,780,3120,蝦皮,台北,C3171
2025-12-23,ORD-208751,P001,控油潔面凝膠,2,380,760,實體門市,新竹,C8908
2025-10-19,ORD-741018,P008,美白淡斑精華,2,780,1560,實體門市,台南,C1472
2025-12-17,ORD-611833,P003,清爽防曬乳 SPF50+,4,520,2080,官網,高雄,C8220
2025-01-24,ORD-786789,P002,保濕控油化妝水,3,420,1260,momo,台北,C9598
2025-10-23,ORD-644315,P004,溫和卸妝水,3,350,1050,官網,高雄,C5072
2025-09-04,ORD-255875,P006,舒緩修復面膜,4,180,720,官網,台北,C3571
2025-09-16,ORD-273438,P008,美白淡斑精華,4,780,3120,官網,高雄,C6253
2025-05-04,ORD-152796,P006,舒緩修復面膜,3,180,540,蝦皮,新竹,C7203
2025-07-26,ORD-581395,P004,溫和卸妝水,1,350,350,實體門市,新竹,C8341
2025-02-15,ORD-431414,P008,美白淡斑精華,4,780,3120,官網,高雄,C1291
2025-02-22,ORD-137572,P007,男士全效保濕霜,4,450,1800,官網,台北,C5990
2025-09-18,ORD-457411,P004,溫和卸妝水,4,350,1400,momo,台北,C4652
2025-08-21,ORD-904694,P006,舒緩修復面膜,5,180,900,實體門市,台南,C8414
2025-02-28,ORD-102303,P002,保濕控油化妝水,2,420,840,momo,台南,C5783
2025-10-08,ORD-148001,P006,舒緩修復面膜,1,180,180,蝦皮,高雄,C3301
2025-07-29,ORD-305438,P002,保濕控油化妝水,6,420,2520,蝦皮,台北,C7437
2025-04-21,ORD-851606,P008,美白淡斑精華,2,780,1560,momo,台北,C7790
2025-01-24,ORD-579605,P002,保濕控油化妝水,4,420,1680,蝦皮,高雄,C1071
2025-09-29,ORD-553834,P001,控油潔面凝膠,5,380,1900,實體門市,新竹,C3903
